OrderNo,OrderedQuantity,Price,OrderLineNumber,TotalSales,OrderDate,OrderStatus,Month,Quarter,Year,ProductLine,MSRP,ProductCode,CustomerName,CustomerPhone,CustomerAddress,City,State,PostalCode,Country,Geography,SalesContactFName,SalesContactLName,AvgDealSize
10313,25,100,3,4572.25,2004-10-22,Shipped,10,4,2004,ClassicCars,169,S183232,CanadianGiftExchangeNetwork,6045553392,1900OakSt,Vancouver,BC,V3F2K1,Canada,NA,Yoshi,Tannamuri,Medium
10253,25,90.17,14,2254.25,2004-06-01,Cancelled,6,2,2004,ClassicCars,79,S123990,UKCollectablesLtd,1715552282,BerkeleyGardens12Brewery,Liverpool,"",WX16LT,UK,EMEA,Elizabeth,Devon,Small
10222,49,100,12,5997.6,2004-02-19,Shipped,2,1,2004,ClassicCars,136,S104757,CollectableMiniDesignsCo,7605558146,361FurthCircle,SanDiego,CA,91217,USA,NA,Valarie,Thompson,Medium
10292,31,67.73,3,2099.63,2004-09-08,Shipped,9,3,2004,Trains,62,S323207,LandofToysInc,2125557818,897LongAirportAvenue,NYC,NY,10022,USA,NA,Kwai,Yu,Small
10382,39,100,1,4890.6,2005-02-17,Shipped,2,1,2005,TrucksandBuses,121,S184600,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10394,36,62.77,3,2259.72,2005-03-15,Shipped,3,1,2005,TrucksandBuses,54,S322509,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10266,44,100,14,9160.36,2004-07-06,Shipped,7,3,2004,ClassicCars,194,S121099,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Large
10170,20,63.14,2,1262.8,2003-11-04,Shipped,11,4,2003,ClassicCars,77,S181889,MiniAutoWerke,76753555,Kirchgasse6,Graz,"",8010,Austria,EMEA,Roland,Mendel,Small
10350,34,50.33,7,1711.22,2004-12-02,Shipped,12,4,2004,Ships,122,S242011,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10192,45,100,14,6319.35,2003-11-20,Shipped,11,4,2003,ClassicCars,140,S243856,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Medium
10191,43,72.74,9,3127.82,2003-11-20,Shipped,11,4,2003,Motorcycles,62,S183782,TomsSpezialittenLtd,02215554327,Mehrheimerstr369,Koln,"",50739,Germany,EMEA,Henriette,Pfalzheim,Medium
10342,22,100,3,3160.74,2004-11-24,Shipped,11,4,2004,ClassicCars,142,S181984,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Medium
10180,21,93.56,5,1964.76,2003-11-11,Shipped,11,4,2003,Motorcycles,81,S504713,DaedalusDesignsImports,20161555,184chaussedeTournai,Lille,"",59000,France,EMEA,Martine,Rance,Small
10378,46,41.54,6,1910.84,2005-02-10,Shipped,2,1,2005,ClassicCars,61,S243371,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10172,32,75.69,3,2422.08,2003-11-05,Shipped,11,4,2003,ClassicCars,73,S241046,GiftDepotInc,2035552570,25593SouthBayLn,Bridgewater,CT,97562,USA,NA,Julie,King,Small
10103,25,100,15,2873,2003-01-29,Shipped,1,1,2003,VintageCars,97,S244258,BaaneMiniImports,07989555,ErlingSkakkesgate78,Stavern,"",4110,Norway,EMEA,Jonas,Bergulfsen,Small
10128,43,92.16,1,3962.88,2003-06-06,Shipped,6,2,2003,VintageCars,87,S184522,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10414,48,100,14,5808.48,2005-05-06,OnHold,5,2,2005,Trains,100,S183259,Gifts4AllAgescom,6175559555,8616SpinnakerDr,Boston,MA,51003,USA,NA,Juri,Yoshido,Medium
10306,32,100,9,3759.04,2004-10-14,Shipped,10,4,2004,VintageCars,136,S183140,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Medium
10415,51,100,5,6209.25,2005-05-09,Disputed,5,2,2005,VintageCars,105,S183856,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Medium
10320,25,100,5,3491,2004-11-03,Shipped,11,4,2004,ClassicCars,146,S183482,VolvoModelReplicasCo,0921123555,Berguvsv„gen8,Lule,"",S-95822,Sweden,EMEA,Christina,Berglund,Medium
10313,28,100,8,2881.76,2004-10-22,Shipped,10,4,2004,TrucksandBuses,121,S184600,CanadianGiftExchangeNetwork,6045553392,1900OakSt,Vancouver,BC,V3F2K1,Canada,NA,Yoshi,Tannamuri,Small
10203,45,85.47,4,3846.15,2003-12-02,Shipped,12,4,2003,ClassicCars,77,S181889,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10357,41,61.99,7,2541.59,2004-12-10,Shipped,12,4,2004,TrucksandBuses,60,S182432,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10250,37,74.62,5,2760.94,2004-05-11,Shipped,5,2,2004,Planes,72,S244278,TheSharpGiftsWarehouse,4085553659,3086IngleLn,SanJose,CA,94217,USA,NA,Sue,Frick,Small
10321,33,100,11,5700.09,2004-11-04,Shipped,11,4,2004,ClassicCars,169,S183232,FunGiftIdeascom,5085552555,1785FirstStreet,NewBedford,MA,50553,USA,NA,Violeta,Benitez,Medium
10275,21,100,2,2153.76,2004-07-23,Shipped,7,3,2004,Motorcycles,112,S241578,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Small
10413,49,100,5,6896.75,2005-05-05,Shipped,5,2,2005,ClassicCars,143,S184027,GiftDepotInc,2035552570,25593SouthBayLn,Bridgewater,CT,97562,USA,NA,Julie,King,Medium
10193,24,97.55,15,2341.2,2003-11-21,Shipped,11,4,2003,VintageCars,92,S184409,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Small
10321,30,72.7,1,2181,2004-11-04,Shipped,11,4,2004,ClassicCars,90,S242766,FunGiftIdeascom,5085552555,1785FirstStreet,NewBedford,MA,50553,USA,NA,Violeta,Benitez,Small
10180,28,71.14,1,1991.92,2003-11-11,Shipped,11,4,2003,ClassicCars,80,S244620,DaedalusDesignsImports,20161555,184chaussedeTournai,Lille,"",59000,France,EMEA,Martine,Rance,Small
10321,39,84.75,2,3305.25,2004-11-04,Shipped,11,4,2004,ClassicCars,85,S243191,FunGiftIdeascom,5085552555,1785FirstStreet,NewBedford,MA,50553,USA,NA,Violeta,Benitez,Medium
10316,30,77.79,8,2333.7,2004-11-01,Shipped,11,4,2004,Planes,68,S243949,giftsbymailcouk,1985558888,GardenHouseCrowtherWay,Cowes,IsleofWight,PO317PJ,UK,EMEA,Helen,Bennett,Small
10343,30,100,1,3098.7,2004-11-24,Shipped,11,4,2004,ClassicCars,80,S244620,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Medium
10321,27,100,7,2851.2,2004-11-04,Shipped,11,4,2004,ClassicCars,132,S182870,FunGiftIdeascom,5085552555,1785FirstStreet,NewBedford,MA,50553,USA,NA,Violeta,Benitez,Small
10145,38,81.36,2,3091.68,2003-08-25,Shipped,8,3,2003,Motorcycles,81,S504713,Toys4GrownUpscom,6265557265,78934HillsideDr,Pasadena,CA,90003,USA,NA,Julie,Young,Medium
10193,20,100,4,2279,2003-11-21,Shipped,11,4,2003,VintageCars,97,S244258,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Small
10177,24,76,3,1824,2003-11-07,Shipped,11,4,2003,Ships,66,S7001138,CAFImports,34913728555,MerchantsHouse2730MerchantsQuay,Madrid,"",28023,Spain,EMEA,Jesus,Fernandez,Small
10123,50,59.87,1,2993.5,2003-05-20,Shipped,5,2,2003,ClassicCars,50,S241628,Ateliergraphique,40322555,54rueRoyale,Nantes,"",44000,France,EMEA,Carine,Schmitt,Small
10241,26,81.33,7,2114.58,2004-04-13,Shipped,4,2,2004,ClassicCars,85,S243191,MiniCaravy,88601555,24placeKluber,Strasbourg,"",67000,France,EMEA,Frederique,Citeaux,Small
10228,24,100,3,2504.4,2004-03-10,Shipped,3,1,2004,VintageCars,101,S182949,CambridgeCollectablesCo,6175555555,4658BadenAv,Cambridge,MA,51247,USA,NA,Kyung,Tseng,Small
10355,40,100,5,4326.8,2004-12-07,Shipped,12,4,2004,Motorcycles,102,S324485,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10269,32,63.08,1,2018.56,2004-07-16,Shipped,7,3,2004,VintageCars,62,S182957,SalzburgCollectables,65629555,Geislweg14,Salzburg,"",5020,Austria,EMEA,Georg,Pipps,Small
10108,31,100,16,3669.78,2003-03-03,Shipped,3,1,2003,Motorcycles,102,S324485,CruzSonsCo,6325553587,15McCallumStreetNatWestCenter1303,MakatiCity,"",1227MM,Philippines,Japan,Arnold,Cruz,Medium
10142,33,100,13,4985.64,2003-08-08,Shipped,8,3,2003,ClassicCars,151,S123148,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10229,30,73.04,12,2191.2,2004-03-11,Shipped,3,1,2004,TrucksandBuses,64,S323522,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10121,44,74.85,1,3293.4,2003-05-07,Shipped,5,2,2003,Motorcycles,81,S504713,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Medium
10289,24,56.07,1,1345.68,2004-09-03,Shipped,9,3,2004,VintageCars,53,S181367,HerkkuGifts,4722673215,Drammen121PR744Sentrum,Bergen,"",N5804,Norway,EMEA,Veysel,Oeztan,Small
10367,32,94.79,7,3033.28,2005-01-12,Resolved,1,1,2005,VintageCars,168,S182795,Toys4GrownUpscom,6265557265,78934HillsideDr,Pasadena,CA,90003,USA,NA,Julie,Young,Medium
10101,46,53.76,2,2472.96,2003-01-09,Shipped,1,1,2003,VintageCars,44,S242022,BlauerSeeAutoCo,496966902555,Lyonerstr34,Frankfurt,"",60528,Germany,EMEA,Roland,Keitel,Small
10334,42,100,5,5528.04,2004-11-19,OnHold,11,4,2004,TrucksandBuses,127,S242300,VolvoModelReplicasCo,0921123555,Berguvsv„gen8,Lule,"",S-95822,Sweden,EMEA,Christina,Berglund,Medium
10369,41,100,2,4514.92,2005-01-20,Shipped,1,1,2005,ClassicCars,214,S101949,CollectablesForLessInc,6175558555,7825DouglasAv,Brickhaven,MA,58339,USA,NA,Allen,Nelson,Medium
10153,20,100,11,4904,2003-09-28,Shipped,9,3,2003,ClassicCars,207,S121108,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10308,34,52.09,3,1771.06,2004-10-15,Shipped,10,4,2004,Motorcycles,60,S182625,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Small
10106,31,100,7,3312.97,2003-02-17,Shipped,2,1,2003,Planes,91,S7001691,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Medium
10169,36,100,4,4444.92,2003-11-04,Shipped,11,4,2003,ClassicCars,146,S183482,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Medium
10398,45,100,17,4811.85,2005-03-30,Shipped,3,1,2005,VintageCars,105,S183856,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Medium
10193,24,51.84,3,1244.16,2003-11-21,Shipped,11,4,2003,VintageCars,62,S182957,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Small
10159,35,35.4,9,1239,2003-10-10,Shipped,10,4,2003,Motorcycles,40,S322206,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Small
10391,39,63.2,9,2464.8,2005-03-09,Shipped,3,1,2005,TrucksandBuses,136,S121666,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Small
10160,42,37,2,1554,2003-10-11,Shipped,10,4,2003,ClassicCars,37,S242972,MenRUSRetailersLtd,2155554369,6047DouglasAv,LosAngeles,CA,"",USA,NA,Michael,Chandler,Small
10214,50,100,1,9534.5,2004-01-26,Shipped,1,1,2004,VintageCars,168,S182795,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Large
10363,43,61.23,14,2632.89,2005-01-06,Shipped,1,1,2005,Motorcycles,69,S242360,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Small
10403,27,79.65,4,2150.55,2005-04-08,Shipped,4,2,2005,Motorcycles,69,S242360,UKCollectablesLtd,1715552282,BerkeleyGardens12Brewery,Liverpool,"",WX16LT,UK,EMEA,Elizabeth,Devon,Small
10355,32,100,8,5302.72,2004-12-07,Shipped,12,4,2004,ClassicCars,140,S243856,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10223,47,100,4,5422.39,2004-02-20,Shipped,2,1,2004,Motorcycles,118,S102016,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Medium
10274,24,90.52,5,2172.48,2004-07-21,Shipped,7,3,2004,Ships,90,S7002047,CollectablesForLessInc,6175558555,7825DouglasAv,Brickhaven,MA,58339,USA,NA,Allen,Nelson,Small
10382,39,100,2,7827.3,2005-02-17,Shipped,2,1,2005,VintageCars,50,S184668,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Large
10278,31,38.89,8,1205.59,2004-08-06,Shipped,8,3,2004,ClassicCars,37,S242972,SignalGiftStores,7025551838,8489StrongSt,LasVegas,NV,83030,USA,NA,Sue,King,Small
10375,44,82.26,4,3619.44,2005-02-03,Shipped,2,1,2005,VintageCars,68,S324289,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Medium
10160,35,100,3,4767.7,2003-10-11,Shipped,10,4,2003,ClassicCars,140,S243856,MenRUSRetailersLtd,2155554369,6047DouglasAv,LosAngeles,CA,"",USA,NA,Michael,Chandler,Medium
10140,46,61.99,2,2851.54,2003-07-24,Shipped,7,3,2003,TrucksandBuses,60,S182432,TechnicsStoresInc,6505556809,9408FurthCircle,Burlingame,CA,94217,USA,NA,Juri,Hirano,Small
10193,42,59.33,13,2491.86,2003-11-21,Shipped,11,4,2003,VintageCars,60,S182248,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Small
10272,27,100,3,4283.01,2004-07-20,Shipped,7,3,2004,ClassicCars,151,S123148,DiecastClassicsInc,2155551555,7586PomptonSt,Allentown,PA,70267,USA,NA,Kyung,Yu,Medium
10145,30,85.32,14,2559.6,2003-08-25,Shipped,8,3,2003,Planes,84,S182581,Toys4GrownUpscom,6265557265,78934HillsideDr,Pasadena,CA,90003,USA,NA,Julie,Young,Small
10214,20,34.19,3,683.8,2004-01-26,Shipped,1,1,2004,VintageCars,33,S241937,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Small
10310,38,56.94,9,2163.72,2004-10-16,Shipped,10,4,2004,ClassicCars,61,S243371,TomsSpezialittenLtd,02215554327,Mehrheimerstr369,Koln,"",50739,Germany,EMEA,Henriette,Pfalzheim,Small
10241,21,100,11,2508.66,2004-04-13,Shipped,4,2,2004,ClassicCars,124,S181589,MiniCaravy,88601555,24placeKluber,Strasbourg,"",67000,France,EMEA,Frederique,Citeaux,Small
10142,33,100,6,3366,2003-08-08,Shipped,8,3,2003,Ships,122,S242011,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10338,28,82.58,3,2312.24,2004-11-22,Shipped,11,4,2004,Ships,86,S183029,RoyaleBelge,07123672555,BoulevardTirou255,Charleroi,"",B-6000,Belgium,EMEA,Pascale,Cartrain,Small
10168,48,96,15,4608,2003-10-28,Shipped,10,4,2003,Planes,80,S7003167,TechnicsStoresInc,6505556809,9408FurthCircle,Burlingame,CA,94217,USA,NA,Juri,Hirano,Medium
10192,47,53.83,6,2530.01,2003-11-20,Shipped,11,4,2003,ClassicCars,50,S241628,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Small
10280,37,100,13,4750.8,2004-08-17,Shipped,8,3,2004,VintageCars,127,S182325,AmicaModelsCo,0114988555,ViaMonteBianco34,Torino,"",10100,Italy,EMEA,Paolo,Accorti,Medium
10195,27,100,5,5128.11,2003-11-25,Shipped,11,4,2003,ClassicCars,163,S182238,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Medium
10195,32,28.29,7,905.28,2003-11-25,Shipped,11,4,2003,ClassicCars,35,S242840,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Small
10281,25,99.29,10,2482.25,2004-08-19,Shipped,8,3,2004,TrucksandBuses,121,S184600,DiecastClassicsInc,2155551555,7586PomptonSt,Allentown,PA,70267,USA,NA,Kyung,Yu,Small
10193,22,100,8,3675.32,2003-11-21,Shipped,11,4,2003,VintageCars,168,S182795,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Medium
10102,41,50.14,1,2055.74,2003-01-10,Shipped,1,1,2003,VintageCars,53,S181367,VitachromeInc,2125551500,2678KingstonRd,NYC,NY,10022,USA,NA,Michael,Frick,Small
10145,37,100,9,5192.95,2003-08-25,Shipped,8,3,2003,Motorcycles,118,S102016,Toys4GrownUpscom,6265557265,78934HillsideDr,Pasadena,CA,90003,USA,NA,Julie,Young,Medium
10209,28,100,6,2817.92,2004-01-09,Shipped,1,1,2004,Ships,86,S183029,MenRUSRetailersLtd,2155554369,6047DouglasAv,LosAngeles,CA,"",USA,NA,Michael,Chandler,Small
10211,35,78,5,2730,2004-01-15,Shipped,1,1,2004,ClassicCars,80,S183278,AutoCanalPetit,147556555,25rueLauriston,Paris,"",75016,France,EMEA,Dominique,Perrier,Small
10276,46,75.49,12,3472.54,2004-08-02,Shipped,8,3,2004,Motorcycles,69,S242360,OnlineMiniCollectables,6175557555,7635SpinnakerDr,Brickhaven,MA,58339,USA,NA,Miguel,Barajas,Medium
10415,42,57.61,3,2419.62,2005-05-09,Disputed,5,2,2005,Planes,49,S721253,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Small
10383,27,100,11,3843.99,2005-02-22,Shipped,2,1,2005,TrucksandBuses,122,S182319,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10181,42,100,2,5435.64,2003-11-12,Shipped,11,4,2003,ClassicCars,124,S181589,HerkkuGifts,4722673215,Drammen121PR744Sentrum,Bergen,"",N5804,Norway,EMEA,Veysel,Oeztan,Medium
10381,35,100,5,4288.2,2005-02-17,Shipped,2,1,2005,VintageCars,104,S183136,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Medium
10371,30,99.55,11,2986.5,2005-01-23,Shipped,1,1,2005,Trains,62,S323207,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10111,39,100,4,4178.85,2003-03-25,Shipped,3,1,2003,VintageCars,99,S183320,MiniWheelsCo,6505555787,5557NorthPendaleStreet,SanFrancisco,CA,"",USA,NA,Julie,Murphy,Medium
10127,45,100,10,7146.9,2003-06-03,Shipped,6,2,2003,ClassicCars,163,S182238,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Large
10273,40,86.15,8,3446,2004-07-21,Shipped,7,3,2004,Ships,100,S7003505,PetitAuto,02555467,RueJosephBens532,Bruxelles,"",B-1180,Belgium,EMEA,Catherine,Dewey,Medium
10154,31,91.17,2,2826.27,2003-10-02,Shipped,10,4,2003,VintageCars,88,S243151,BoardsToysCo,3105552373,4097DouglasAv,Glendale,CA,92561,USA,NA,Leslie,Young,Small
10372,34,100,1,5941.5,2005-01-26,Shipped,1,1,2005,ClassicCars,173,S123891,TokyoCollectablesLtd,81335840555,228Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko,Shimamura,Medium
10227,40,79.62,15,3184.8,2004-03-02,Shipped,3,1,2004,ClassicCars,85,S243191,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Medium
10142,38,85.41,4,3245.58,2003-08-08,Shipped,8,3,2003,Ships,99,S7003962,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10328,47,87.54,14,4114.38,2004-11-12,Shipped,11,4,2004,Planes,109,S241785,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Medium
10195,35,100,9,3608.15,2003-11-25,Shipped,11,4,2003,TrucksandBuses,122,S182319,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Medium
10204,35,100,15,5735.8,2003-12-02,Shipped,12,4,2003,ClassicCars,141,S183685,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Medium
10129,45,100,9,6027.75,2003-06-12,Shipped,6,2,2003,Ships,122,S242011,StylishDeskDecorsCo,1715550297,35KingGeorge,London,"",WX36FW,UK,EMEA,Ann,Brown,Medium
10139,20,71.2,3,1424,2003-07-16,Shipped,7,3,2003,VintageCars,62,S182957,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Small
10283,22,88.15,10,1939.3,2004-08-20,Shipped,8,3,2004,Ships,100,S7003505,RoyalCanadianCollectablesLtd,6045554555,23TsawassenBlvd,Tsawassen,BC,T2F8M4,Canada,NA,Elizabeth,Lincoln,Small
10415,32,95.95,4,3070.4,2005-05-09,Disputed,5,2,2005,Ships,90,S7002047,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Medium
10363,50,100,2,6576.5,2005-01-06,Shipped,1,1,2005,Motorcycles,99,S321374,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Medium
10186,36,85.54,8,3079.44,2003-11-14,Shipped,11,4,2003,VintageCars,83,S243816,DoubleDeckerGiftStoresLtd,1715557555,120HanoverSq,London,"",WA11DP,UK,EMEA,Thomas,Hardy,Medium
10237,32,100,6,4193.28,2004-04-05,Shipped,4,2,2004,Motorcycles,150,S122823,VitachromeInc,2125551500,2678KingstonRd,NYC,NY,10022,USA,NA,Michael,Frick,Medium
10250,44,67.2,10,2956.8,2004-05-11,Shipped,5,2,2004,Planes,80,S7003167,TheSharpGiftsWarehouse,4085553659,3086IngleLn,SanJose,CA,94217,USA,NA,Sue,Frick,Small
10106,34,100,9,3763.46,2003-02-17,Shipped,2,1,2003,Planes,99,S7002466,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Medium
10192,45,100,9,5340.6,2003-11-20,Shipped,11,4,2003,ClassicCars,141,S183685,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Medium
10196,50,94.4,2,4720,2003-11-26,Shipped,11,4,2003,Ships,86,S7001938,SuperScaleInc,2035559545,567NorthPendaleStreet,NewHaven,CT,97823,USA,NA,Leslie,Murphy,Medium
10258,20,61.41,2,1228.2,2004-06-15,Shipped,6,2,2004,TrucksandBuses,64,S323522,TokyoCollectablesLtd,81335840555,228Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko,Shimamura,Small
10204,33,100,4,5890.5,2003-12-02,Shipped,12,4,2003,VintageCars,170,S181749,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Medium
10131,40,100,1,4427.6,2003-06-16,Shipped,6,2,2003,Planes,99,S7002466,GiftIdeasCorp,2035554407,2440PomptonSt,Glendale,CT,97561,USA,NA,Dan,Lewis,Medium
10306,43,75.17,1,3232.31,2004-10-14,Shipped,10,4,2004,Ships,72,S7002610,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Medium
10196,49,100,1,6893.81,2003-11-26,Shipped,11,4,2003,VintageCars,136,S183140,SuperScaleInc,2035559545,567NorthPendaleStreet,NewHaven,CT,97823,USA,NA,Leslie,Murphy,Medium
10304,37,48.52,12,1795.24,2004-10-11,Shipped,10,4,2004,VintageCars,53,S181367,AutoAssocCie,30598555,67avenuedelEurope,Versailles,"",78000,France,EMEA,Daniel,Tonini,Small
10238,22,93.77,7,2062.94,2004-04-09,Shipped,4,2,2004,ClassicCars,80,S244620,DanishWholesaleImports,31123555,Vinbltet34,Kobenhavn,"",1734,Denmark,EMEA,Jytte,Petersen,Small
10114,48,100,4,8209.44,2003-04-01,Shipped,4,2,2003,ClassicCars,169,S183232,LaCorneDabondanceCo,142342555,265boulevardCharonne,Paris,"",75012,France,EMEA,Marie,Bertrand,Large
10142,43,84.01,9,3612.43,2003-08-08,Shipped,8,3,2003,Ships,86,S7001938,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10391,24,100,4,2416.56,2005-03-09,Shipped,3,1,2005,ClassicCars,214,S101949,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Small
10283,45,78.67,9,3540.15,2004-08-20,Shipped,8,3,2004,Ships,66,S7001138,RoyalCanadianCollectablesLtd,6045554555,23TsawassenBlvd,Tsawassen,BC,T2F8M4,Canada,NA,Elizabeth,Lincoln,Medium
10127,20,96.99,7,1939.8,2003-06-03,Shipped,6,2,2003,ClassicCars,118,S244048,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Small
10159,50,69.8,1,3490,2003-10-10,Shipped,10,4,2003,ClassicCars,61,S243371,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Medium
10165,27,31.82,13,859.14,2003-10-22,Shipped,10,4,2003,ClassicCars,35,S242840,DragonSouveniersLtd,652217555,BronzSokBronzApt36Tesvikiye,Singapore,"",79903,Singapore,Japan,Eric,Natividad,Small
